,index,artist,gender,age,type,country,city_1,district_1,city_2,district_2,city_3,district_3
4157,991,Diggy Dex,male,0,person,NL,n/a,n/a,,,,
4158,992,BAEKHYUN,male,28,person,KR,n/a,n/a,Bucheon,n/a,,
4159,993,KASIMIR1441,male,0,person,DE,n/a,n/a,,,,
4160,994,Heavyweight,,0,,,,,,,,
4161,995,Luis Ángel Gómez Jaramillo,,0,,,,,,,,
4162,996,Mimoza,,0,,,,,,,,
4163,997,Sabyan Gambus,male,0,person,,,,,,,
4164,998,Tuomas Kauhanen,male,35,person,FI,n/a,n/a,Porvoo,n/a,,
4165,999,Alex Mattson,,0,,,,,,,,
4166,1000,The Faim,mixed,0,group,,Perth,n/a,,,,
4167,1001,Luca Hänni,male,25,person,CH,n/a,n/a,Bern,n/a,,
4168,1002,MMZ,mixed,0,group,FR,n/a,n/a,,,,
4169,1003,OFFAIAH,,0,,,,,,,,
4170,1004,E.M.D.,mixed,13,group,SE,n/a,n/a,Stockholm,n/a,,
4171,1005,Manuel Delgado,,0,,ES,n/a,n/a,,,,
4172,1006,Hayko,male,0,person,TR,n/a,n/a,,,,
4173,1007,Muti,male,79,person,IT,n/a,n/a,Napoli,n/a,,
4174,1008,WIU,,0,,,,,,,,
4175,1009,Tilly Birds,female,72,person,BE,n/a,n/a,n/a,Deurne,,
4176,1010,Chuchu Retro,,0,,,,,,,,
4177,1011,Rolf Zuckowski,male,73,person,DE,n/a,n/a,Hamburg,n/a,,
4178,1012,Duckwrth,male,0,person,,Los Angeles,n/a,,,,
4179,1013,Ra'is,,0,,,,,,,,
4180,1014,FTampa,male,33,person,BR,n/a,n/a,,,,
4181,1015,MIKA,male,36,person,GB,n/a,n/a,Beirut,n/a,,
4182,1016,Bohemia,male,0,person,PK,n/a,n/a,,,,
4183,1017,Thutmose,male,24,person,,n/a,Brooklyn,Lagos,n/a,,
4184,1018,Keke Palmer,female,26,person,US,n/a,n/a,Robbins,n/a,,
4185,1019,SOYEON of (G)I-DLE,mixed,2,group,KR,n/a,n/a,Seoul,n/a,,
4186,1020,True Damage,mixed,1,group,,,,,,,
4187,1021,TRXD,,0,,,,,,,,
4188,1022,Ceylan Ertem,female,39,person,TR,n/a,n/a,n/a,n/a,,
4189,1023,Klasico,male,0,person,PR,n/a,n/a,,,,
4190,1024,Tove Styrke,female,27,person,SE,n/a,n/a,,,,
4191,1025,Mariette,female,37,person,SE,n/a,n/a,n/a,n/a,,
4192,1026,Justin Mylo,male,0,person,,Amsterdam,n/a,,,,
4193,1027,Jetlag Music,mixed,5,group,BR,n/a,n/a,n/a,n/a,,
4194,1028,Kubilay Karça,,0,,,,,,,,
4195,1029,Justin Hurwitz,male,35,person,,,,Los Angeles,n/a,,
4196,1030,Messiah,mixed,36,group,CH,n/a,n/a,,,,
4197,1031,瘦子E.SO,male,0,person,TW,n/a,n/a,n/a,n/a,,
4198,1032,Wayne Santana,,0,,,,,,,,
4199,1033,Drenchill,,0,,,,,,,,
4200,1034,Indiiana,,0,,,,,,,,
4201,1035,Foorin,,0,,,,,,,,
4202,1036,Rhea Chakraborty,female,0,person,DE,n/a,n/a,,,,
4203,1037,Javed-Mohsin,mixed,0,group,IN,n/a,n/a,,,,
4204,1038,Varun Mitra,mixed,6,group,,Wien,n/a,,,,
4205,1039,Nikk,,0,,,,,,,,
4206,1040,Rascal Flatts,mixed,21,group,US,n/a,n/a,Columbus,n/a,West Palm Beach,n/a
4207,1041,Anna Kendrick,female,34,person,US,n/a,n/a,Portland,n/a,,
4208,1042,Lani Mo,,0,,,,,,,,
4209,1043,Birds Of Tokyo,mixed,16,group,AU,n/a,n/a,Perth,n/a,,
4210,1044,4 KEUS,,0,,,,,,,,
4211,1045,Sura İskenderli,male,0,person,,Brussels,n/a,,,,
4212,1046,Max Pezzali,male,52,person,IT,n/a,n/a,n/a,n/a,,
4213,1047,Avneet Kaur,female,0,person,,,,,,,
4214,1048,Carnage,mixed,32,group,SE,n/a,n/a,,,,
4215,1049,Jhonny Rivera,male,46,person,CO,n/a,n/a,Pereira,n/a,,
4216,1050,No Money Enterprise,mixed,0,group,CZ,n/a,n/a,,,,
4217,1051,MZ,mixed,0,group,FR,n/a,n/a,,,,
4218,1052,Dewain Whitmore,male,0,person,US,n/a,n/a,,,,
4219,1053,DJ DYLVN,male,0,person,US,n/a,n/a,,,,
4220,1054,Kristian Kristensen,male,26,person,NO,n/a,n/a,n/a,n/a,,
4221,1055,Secondhand Serenade,mixed,16,group,US,n/a,n/a,Menlo Park,n/a,,
4222,1056,Xhensila,,0,,,,,,,,
4223,1057,Animus,male,32,person,DE,n/a,n/a,Heidelberg,n/a,,
4224,1058,Lin-Manuel Miranda,male,40,person,US,n/a,n/a,n/a,Manhattan,,
4225,1059,Coki,male,0,person,GB,n/a,n/a,,,,
4226,1060,Wahyu Selow,male,0,person,ID,n/a,n/a,,,,
4227,1061,Albert Dyrlund,male,69,person,US,n/a,n/a,Indianola,n/a,Memphis,n/a
4228,1062,Nirvana,mixed,32,group,US,n/a,n/a,Aberdeen,n/a,,
4229,1063,Hafiz Suip,male,30,person,MY,n/a,n/a,Kuching,n/a,,
4230,1064,陳忻玥,female,0,person,,,,,,,
4231,1065,Benjamin,male,63,person,GB,n/a,n/a,Lowestoft,n/a,Aldeburgh,n/a
4232,1066,Homer El Mero Mero,male,0,person,AR,n/a,n/a,,,,
4233,1067,Wrabel,male,31,person,US,n/a,n/a,Los Angeles,n/a,,
4234,1068,Dorian,mixed,16,group,ES,n/a,n/a,Barcelona,n/a,,
4235,1069,GOLEC UORKIESTRA,mixed,22,group,PL,n/a,n/a,Żywiec,n/a,,
4236,1070,Eva Weel Skram,female,34,person,NO,n/a,n/a,,,,
4237,1071,Red Velvet - IRENE & SEULGI,mixed,0,group,KR,n/a,n/a,Seoul,n/a,,
4238,1072,Mois,male,29,person,,,,,,,
4239,1073,Oscar and the Wolf,mixed,10,group,BE,n/a,n/a,,,,
4240,1074,Mc João,male,0,person,,,,,,,
4241,1075,Dj Kelvinho,male,0,person,,,,,,,
4242,1076,Ebru Yaşar,female,41,person,TR,n/a,n/a,,,,
4243,1077,Freestyle,mixed,24,group,PH,n/a,n/a,,,,
4244,1078,Josh Cumbee,male,0,person,US,n/a,n/a,,,,
4245,1079,Kat Dahlia,female,30,person,US,n/a,n/a,Miami,n/a,,
4246,1080,Tanishk-Vayu,,0,,,,,,,,
4247,1081,Vanesha Prescilla,,0,,,,,,,,
4248,1082,Maiyarap,,0,,,,,,,,
4249,1083,Sunstroke Project,mixed,13,group,MD,n/a,n/a,,,,
4250,1084,Liro Shaq,,0,,,,,,,,
4251,1085,Azad,male,46,person,DE,n/a,n/a,Sanandaj,n/a,,
4252,1086,Crystal Kay,female,34,person,JP,n/a,n/a,,,,
4253,1087,Çağatay Akman,male,21,person,,Istanbul,n/a,Istanbul,n/a,,
4254,1088,Carlinhos Brown,male,57,person,BR,n/a,n/a,Salvador,n/a,,
4255,1089,Cher Lloyd,female,27,person,GB,n/a,n/a,Malvern,n/a,,
4256,1090,Shaun Frank,male,38,person,CA,n/a,n/a,Vancouver,n/a,,
4257,1091,Can Bonomo,male,33,person,TR,n/a,n/a,İzmir,n/a,,
4258,1092,DICC,male,0,person,ES,n/a,n/a,,,,
4259,1093,Bich Phuong,female,30,person,VN,n/a,n/a,n/a,n/a,,
4260,1094,Marka Akme,male,59,person,BE,n/a,n/a,n/a,n/a,,
4261,1095,MC Davo,male,30,person,MX,n/a,n/a,Guadalupe,n/a,,
4262,1096,Marcus Marr,male,0,person,GB,n/a,n/a,,,,
4263,1097,Allyawan,male,32,person,SE,n/a,n/a,Nässjö,n/a,,
4264,1098,AKI,,0,,,,,,,,
4265,1099,Mc Neguinho do ITR,,0,,,,,,,,
4266,1100,Model,mixed,0,group,TR,n/a,n/a,,,,
4267,1101,JW,,0,,,,,,,,
4268,1102,Jesu Brødre,mixed,17,group,GB,n/a,n/a,Abergele,n/a,,
4269,1103,Elias Gould,male,29,person,FI,n/a,n/a,,,,
4270,1104,N.O.S,mixed,0,group,CH,n/a,n/a,,,,
4271,1105,Ilkay Sencan,male,0,person,,Istanbul,n/a,,,,
4272,1106,Gyllene Tider,mixed,42,group,SE,n/a,n/a,,,,
4273,1107,Caleb Santos,male,0,person,PH,n/a,n/a,n/a,n/a,,
4274,1108,Band Aid 30,mixed,0,group,,,,,,,
4275,1109,Axel Wikner,,0,,,,,,,,
4276,1110,Melissa Steel,female,27,person,,Bradford,n/a,,,,
4277,1111,Marília Mendonça,female,25,person,BR,n/a,n/a,n/a,n/a,,
4278,1112,Boyzone,mixed,27,group,IE,n/a,n/a,Dublin,n/a,,
4279,1113,Eduardo Costa,male,40,person,BR,n/a,n/a,n/a,n/a,,
4280,1114,MRC,male,0,person,,Strasbourg,n/a,,,,
4281,1115,Dj Ozuna,male,28,person,PR,n/a,n/a,San Juan,n/a,,
4282,1116,Mika Singh,male,43,person,IN,n/a,n/a,Durgapur,n/a,,
4283,1117,Siles,,0,,,,,,,,
4284,1118,Kah-Lo,female,0,person,,Lagos,n/a,,,,
4285,1119,SuperM,mixed,0,group,KR,n/a,n/a,Seoul,n/a,,
4286,1120,Run The Jewels,mixed,7,group,US,n/a,n/a,,,,
4287,1121,Nine Chen,mixed,44,group,GB,n/a,n/a,London,n/a,,
4288,1122,Hayla,female,0,person,,,,,,,
4289,1123,YOUNGHEARTED,mixed,0,group,FI,n/a,n/a,,,,
4290,1124,CHANMINA,female,21,person,JP,n/a,n/a,n/a,n/a,,
4291,1125,Israel B,,0,,,,,,,,
4292,1126,Linni Meister,male,0,person,NO,n/a,n/a,,,,
4293,1127,Fréro Delavega,mixed,0,group,FR,n/a,n/a,,,,
4294,1128,Ahrix,male,0,person,NL,n/a,n/a,,,,
4295,1129,Stan Kenton,male,67,person,US,n/a,n/a,Wichita,n/a,Los Angeles,n/a
4296,1130,Sinterklaasliedjes,,0,,,,,,,,
4297,1131,Chillies,mixed,0,group,,,,,,,
4298,1132,Sefo,,0,,DE,n/a,n/a,,,,
4299,1133,Lily & Madeleine,mixed,8,group,US,n/a,n/a,Indianapolis,n/a,,
4300,1134,Tiara Andini,female,38,person,JP,n/a,n/a,,,,
4301,1135,JeanJass,male,32,person,BE,n/a,n/a,Charleroi,n/a,,
4302,1136,UZI,male,34,person,DE,n/a,n/a,,,,
4303,1137,BANNERS,male,0,person,,Liverpool,n/a,,,,
4304,1138,Pikeno & Menor,mixed,12,group,BR,n/a,n/a,São Paulo,n/a,São Paulo,n/a
4305,1139,One Bit,mixed,6,group,GB,n/a,n/a,,,,
4306,1140,Ronaldinho Gaúcho,male,40,person,BR,n/a,n/a,Porto Alegre,n/a,,
4307,1141,TJ_beastboy,male,25,person,DE,n/a,n/a,n/a,n/a,,
4308,1142,Lucenzo,male,37,person,,,,,,,
4309,1143,Lil Silvio & El Vega,mixed,27,group,CO,n/a,n/a,Cartagena,n/a,,
4310,1144,Jona,female,30,person,PH,n/a,n/a,n/a,n/a,,
4311,1145,Morissette,female,46,person,CA,n/a,n/a,Ottawa,n/a,,
4312,1146,Luis Enrique,male,57,person,NI,n/a,n/a,n/a,n/a,,
4313,1147,Fly Project,mixed,15,group,RO,n/a,n/a,n/a,n/a,,
4314,1148,Sohail Khan,male,82,person,,,,,,,
4315,1149,Aayush Sharma,mixed,0,group,,Oslo,n/a,,,,
4316,1150,Manoj Joshi,,0,,,,,,,,
4317,1151,Warina Hussain,male,69,person,IN,n/a,n/a,Mumbai,n/a,,
4318,1152,Ronit Roy,,0,,AU,n/a,n/a,,,,
4319,1153,Arbaaz Khan,male,0,person,DE,n/a,n/a,,,,
4320,1154,Pepe Quintana,male,0,person,PR,n/a,n/a,,,,
4321,1155,Mc Brunyn,male,50,person,GB,n/a,n/a,n/a,n/a,,
4322,1156,Mc Moana,female,0,person,,,,,,,
4323,1157,Joe Fox,male,0,person,GB,n/a,n/a,,,,
4324,1158,Irina,female,45,person,FI,n/a,n/a,Kauhajoki,n/a,,
4325,1159,Sidecars,mixed,14,group,ES,n/a,n/a,,,,
4326,1160,John Abraham,male,47,person,IN,n/a,n/a,,,,
4327,1161,Aisha Sharma,female,58,person,GB,n/a,n/a,,,,
4328,1162,Amruta Khanvilkar,male,0,person,IN,n/a,n/a,n/a,n/a,,
4329,1163,Hedley,mixed,16,group,CA,n/a,n/a,Abbotsford,n/a,,
4330,1164,Marco Antonio Solís,male,60,person,MX,n/a,n/a,,,,
4331,1165,Pablo Mas,,0,,,,,,,,
4332,1166,Chandra Liow,female,0,person,,,,,,,
4333,1167,eetu,male,0,person,,,,,,,
4334,1168,CALVIN,male,36,person,GB,n/a,n/a,n/a,n/a,,
4335,1169,Martin Brygmann,male,57,person,DK,n/a,n/a,n/a,n/a,,
4336,1170,L D R U,male,0,person,,Sydney,n/a,,,,
4337,1171,Dj Chetas,,0,,,,,,,,
4338,1172,Master HP,,0,,,,,,,,
4339,1173,Denaun,male,41,person,US,n/a,n/a,Detroit,n/a,,
4340,1174,Adi Nowak,male,0,person,,,,,,,
4341,1175,Tom Grennan,male,0,person,GB,n/a,n/a,n/a,n/a,,
4342,1176,Dubdogz,,0,,,,,,,,
4343,1177,Phil Lam,male,35,person,HK,n/a,n/a,Nanaimo,n/a,,
4344,1178,Blasterjaxx,mixed,10,group,NL,n/a,n/a,,,,
4345,1179,Mesita,male,0,person,US,n/a,n/a,,,,
4346,1180,First Aid Kit,mixed,13,group,SE,n/a,n/a,Stockholm,n/a,,
4347,1181,Still Fresh,male,26,person,FR,n/a,n/a,,,,
4348,1182,Ibeyi,mixed,8,group,FR,n/a,n/a,,,,
4349,1183,Rivermaya,mixed,27,group,PH,n/a,n/a,,,,
4350,1184,TAY,male,0,person,SE,n/a,n/a,,,,
4351,1185,Duncan Dhu,mixed,36,group,ES,n/a,n/a,San Sebastián,n/a,,
4352,1186,Vybz Kartel,male,44,person,JM,n/a,n/a,n/a,n/a,,
4353,1187,Grupo Codiciado,mixed,0,group,,Tijuana,n/a,,,,
4354,1188,Andrea Bocelli,male,61,person,IT,n/a,n/a,n/a,n/a,,
4355,1189,Tanya Chua,female,45,person,SG,n/a,n/a,n/a,n/a,,
4356,1190,Lon3r Johny,male,0,person,,,,,,,
4357,1191,Gianluca,male,0,person,,Santiago,n/a,,,,
4358,1192,Kamil Hoffmann,,0,,,,,,,,
4359,1193,Jem Cooke,female,0,person,,,,,,,
4360,1194,Movits!,mixed,13,group,,Luleå,n/a,Luleå,n/a,,
4361,1195,LOWLIGHT,mixed,0,group,ES,n/a,n/a,,,,
4362,1196,Feng Ze,,37,,,,,,,,
4363,1197,Babes Wodumo,female,26,person,ZA,n/a,n/a,,,,
4364,1198,V,mixed,0,group,,,,,,,
4365,1199,MIMI,female,34,person,GB,n/a,n/a,n/a,n/a,,
4366,1200,KOB FLAT BOY,mixed,7,group,HR,n/a,n/a,,,,
4367,1201,Sirdav,,0,,,,,,,,
4368,1202,Davai,,0,,,,,,,,
4369,1203,Alka Yagnik,female,54,person,IN,n/a,n/a,Kolkata,n/a,,
4370,1204,Bebe,female,42,person,ES,n/a,n/a,,,,
4371,1205,Yung Baby Tate,female,25,person,,Decatur,n/a,Decatur,n/a,,
4372,1206,Scridge,male,0,person,,Rennes,n/a,,,,
4373,1207,Senidah,female,35,person,SI,n/a,n/a,n/a,n/a,,
4374,1208,Max B,male,42,person,US,n/a,n/a,n/a,Harlem,,
4375,1209,Anthony Ramos,male,28,person,US,n/a,n/a,n/a,Brooklyn,,
4376,1210,MC Theuzyn,male,23,person,,,,,,,
4377,1211,DJ Piu,mixed,0,group,,,,,,,
4378,1212,Fongbeer and Kob the X factor,mixed,0,group,,,,,,,
4379,1213,Christina,female,39,person,US,n/a,n/a,n/a,Staten Island,,
4380,1214,Shah Rukh Khan,male,54,person,IN,n/a,n/a,New Delhi,n/a,,
4381,1215,Banda Tierra Sagrada,mixed,0,group,,,,,,,
4382,1216,Eli Young Band,mixed,20,group,US,n/a,n/a,,,,
4383,1217,Carly Pearce,female,30,person,US,n/a,n/a,Taylor Mill,n/a,,
4384,1218,ปู่จ๋าน ลองไมค์,,0,,,,,,,,
4385,1219,Gael Garcia Bernal,male,41,person,MX,n/a,n/a,,,,
4386,1220,DANDY TURNER,mixed,0,group,,,,,,,
4387,1221,Ozan Doğulu,male,48,person,TR,n/a,n/a,Istanbul,n/a,,
4388,1222,Jamie N Commons,male,31,person,GB,n/a,n/a,Bristol,n/a,,
4389,1223,Jul,male,30,person,FR,n/a,n/a,Marseille,n/a,,
4390,1224,Arvingarna,mixed,31,group,SE,n/a,n/a,Gothenburg,n/a,,
4391,1225,Twopee Southside,,0,,TH,n/a,n/a,,,,
4392,1226,milet,female,0,person,JP,n/a,n/a,,,,
4393,1227,Daveed Diggs,male,38,person,,,,Oakland,n/a,,
4394,1228,Rosalie.,female,27,person,PL,n/a,n/a,Berlin,n/a,,
4395,1229,Andreas Weise,male,33,person,SE,n/a,n/a,Stockholm,n/a,,
4396,1230,Ephemerals,mixed,7,group,,London,n/a,London,n/a,,
4397,1231,Edo Saiya,,0,,,,,,,,
4398,1232,Hanan Ben Ari,male,32,person,,,,,,,
4399,1233,Josh Turner,male,42,person,US,n/a,n/a,,,,
4400,1234,LOAN,mixed,0,group,ES,n/a,n/a,,,,
4401,1235,mishlawi,male,0,person,,Cascais,n/a,,,,
4402,1236,Marko Penn,male,0,person,,,,,,,
4403,1237,Delany,,0,,,,,,,,
4404,1238,Rin音,male,22,person,JP,n/a,n/a,Munakata,n/a,,
4405,1239,Yasiin Bey,male,46,person,US,n/a,n/a,n/a,Brooklyn,,
4406,1240,Nilipek.,female,0,person,TR,n/a,n/a,,,,
4407,1241,Benaia Barabi,male,0,person,,,,,,,
4408,1242,Renée Elise Goldsberry,female,49,person,US,n/a,n/a,San Jose,n/a,,
4409,1243,NiziU,mixed,0,group,JP,n/a,n/a,n/a,n/a,,
4410,1244,Kamatos,,0,,,,,,,,
4411,1245,Oki,male,63,person,JP,n/a,n/a,n/a,n/a,,
4412,1246,O.S.T.R.,male,40,person,PL,n/a,n/a,Łódź,n/a,,
4413,1247,Gaho,male,22,person,KR,n/a,n/a,,,,
4414,1248,Li Yugang,male,0,person,CN,n/a,n/a,,,,
4415,1249,N'Samble,mixed,0,group,PE,n/a,n/a,,,,
4416,1250,Octavian,male,24,person,,London,n/a,London,n/a,,
4417,1251,Vou Zuar,,0,,,,,,,,
4418,1252,Bappi Lahiri,male,67,person,IN,n/a,n/a,,,,
4419,1253,James Vincent McMorrow,male,37,person,IE,n/a,n/a,Dublin,n/a,,
4420,1254,Paweł Domagała,male,36,person,,,,Wrocław,n/a,,
4421,1255,Naod,,0,,SE,n/a,n/a,,,,
4422,1256,GG,mixed,5,group,,,,n/a,n/a,,
4423,1257,Dr Fuchs,male,41,person,TR,n/a,n/a,Regensburg,n/a,,
4424,1258,Wolker,male,0,person,BE,n/a,n/a,,,,
4425,1259,Imran Khan,male,36,person,,n/a,n/a,The Hague,n/a,,
4426,1260,fun.,mixed,0,group,IT,n/a,n/a,,,,
4427,1261,Young Scooter,male,34,person,US,n/a,n/a,Walterboro,n/a,,
4428,1262,Gavin Moss,,0,,,,,,,,
4429,1263,Di-Rect,mixed,21,group,NL,n/a,n/a,,,,
4430,1264,SEVENTEEN,mixed,5,group,KR,n/a,n/a,Seoul,n/a,,
4431,1265,Anna Hamilton,female,24,person,US,n/a,n/a,,,,
4432,1266,Vaz Tè,male,28,person,IT,n/a,n/a,n/a,n/a,,
4433,1267,Okieriete Onaodowan,male,32,person,US,n/a,n/a,,,,
4434,1268,C0PIK,,0,,,,,,,,
4435,1269,Gerex,,0,,,,,,,,
4436,1270,Viki Gabor,female,0,person,PL,n/a,n/a,,,,
4437,1271,Ego,mixed,22,group,PL,n/a,n/a,,,,
4438,1272,Karan Aujla,male,0,person,,n/a,n/a,,,,
4439,1273,Douwe Bob,male,27,person,NL,n/a,n/a,Amsterdam,n/a,,
4440,1274,YOUNGBAEKANSIE,,0,,,,,,,,
4441,1275,Blacka,,0,,,,,,,,
4442,1276,Samantha Machado,female,0,person,BR,n/a,n/a,,,,
4443,1277,THRDL!FE,,0,,,,,,,,
4444,1278,lowlow,,0,,,,,,,,
4445,1279,Gianni Bismark,male,0,person,,,,,,,
4446,1280,Bahadır Tatlıöz,male,0,person,TR,n/a,n/a,,,,
4447,1281,Andreas Moe,male,31,person,SE,n/a,n/a,Stockholm,n/a,,
4448,1282,Friðrik Dór,male,31,person,IS,n/a,n/a,Hafnarfjörður,n/a,,
4449,1283,GMX & Jockiboi,male,0,person,SE,n/a,n/a,,,,
4450,1284,Dub Sharma,male,32,person,IN,n/a,n/a,n/a,n/a,,
4451,1285,ØZI,male,0,person,,,,,,,
4452,1286,Joe Moses,male,0,person,US,n/a,n/a,,,,
4453,1287,Pasabordo,mixed,0,group,CO,n/a,n/a,Medellín,n/a,,
4454,1288,070 Shake,female,23,person,US,n/a,n/a,North Bergen,n/a,,
4455,1289,Emmi,female,40,person,FI,n/a,n/a,,,,
4456,1290,AMAL,male,0,person,ES,n/a,n/a,,,,
4457,1291,NAATIONS,mixed,0,group,AU,n/a,n/a,,,,
4458,1292,Do,female,38,person,NL,n/a,n/a,n/a,n/a,,
4459,1293,Sanna Nielsen,female,35,person,SE,n/a,n/a,Edenryd,n/a,,
4460,1294,Manu Gavassi,female,27,person,BR,n/a,n/a,São Paulo,n/a,,
4461,1295,Rose Villain,,0,,,,,,,,
4462,1296,Wes Walker,,0,,,,,,,,
4463,1297,Dyl,mixed,0,group,,,,,,,
4464,1298,SAARA,,0,,,,,,,,
4465,1299,Lyan,male,0,person,PR,n/a,n/a,,,,
4466,1300,Die Orsons,mixed,0,group,DE,n/a,n/a,,,,
4467,1301,Raphaella,female,0,person,GB,n/a,n/a,Yeovil,n/a,,
4468,1302,El General Gadiel,,0,,,,,,,,
4469,1303,Organek,mixed,0,group,,Raczki,n/a,,,,
4470,1304,Wolker,male,0,person,BE,n/a,n/a,,,,
4471,1305,Kosso,,0,,,,,,,,
4472,1306,Janne Ordén,male,0,person,FI,n/a,n/a,,,,
4473,1307,SHISHAMO,mixed,10,group,JP,n/a,n/a,Kawasaki,n/a,,
4474,1308,Romy,,0,,,,,,,,
4475,1309,Canaan Smith,male,37,person,US,n/a,n/a,Williamsburg,n/a,,
4476,1310,Noah Carter,male,0,person,DK,n/a,n/a,,,,
4477,1311,Arse,mixed,0,group,,Sydney,n/a,,,,
4478,1312,Klave,,0,,,,,,,,
4479,1313,Lijo George,male,58,person,GB,n/a,n/a,Liverpool,n/a,Los Angeles,n/a
4480,1314,Tilly,female,72,person,BE,n/a,n/a,n/a,Deurne,,
4481,1315,KA,male,48,person,US,n/a,n/a,Brownsville,n/a,,
4482,1316,Erik Follestad,male,59,person,FR,n/a,n/a,Honfleur,n/a,Paris,n/a
4483,1317,Whadi Gama,male,19,person,BR,n/a,n/a,n/a,n/a,,
4484,1318,Jigzaw,male,0,person,DE,n/a,n/a,Hagen,n/a,,
4485,1319,Damien Jurado,male,47,person,US,n/a,n/a,Seattle,n/a,,
4486,1320,Bankrol Hayden,,0,,,,,,,,
4487,1321,Eli Türkoğlu,male,0,person,TR,n/a,n/a,,,,
4488,1322,Tepki,male,0,person,TR,n/a,n/a,,,,
4489,1323,Sukhbir,male,51,person,,,,,,,
4490,1324,LIZOT,mixed,0,group,DE,n/a,n/a,,,,
4491,1325,Aurora,mixed,21,group,GB,n/a,n/a,n/a,n/a,,
4492,1326,Akasa Singh,,0,,,,,,,,
4493,1327,Ghostface Killah,male,50,person,US,n/a,n/a,n/a,Staten Island,,
4494,1328,Juju,female,44,person,JP,n/a,n/a,Shōbara,n/a,,
4495,1329,Radiohead,mixed,29,group,GB,n/a,n/a,Abingdon-on-Thames,n/a,,
4496,1330,Postgirobygget,mixed,24,group,,,,,,,
4497,1331,GTA,mixed,0,group,US,n/a,n/a,,,,
4498,1332,Camila,mixed,14,group,MX,n/a,n/a,,,,
4499,1333,Sunidhi Chauhan,female,36,person,IN,n/a,n/a,New Delhi,n/a,,
4500,1334,Sondr,mixed,0,group,,,,,,,
4501,1335,Rak-Su,mixed,4,group,,Watford,n/a,Watford,n/a,,
4502,1336,Chloe x Halle,mixed,12,group,US,n/a,n/a,n/a,n/a,,
4503,1337,BUMP OF CHICKEN,mixed,26,group,JP,n/a,n/a,,,,
4504,1338,Lethal Bizzle,male,35,person,GB,n/a,n/a,n/a,Walthamstow,,
4505,1339,Nosowska,female,48,person,PL,n/a,n/a,,,,
4506,1340,Mirrr,mixed,0,group,JP,n/a,n/a,,,,
4507,1341,Cantini,,0,,,,,,,,
4508,1342,Cody Wise,male,24,person,US,n/a,n/a,Philadelphia,n/a,,
4509,1343,Nakash Aziz,male,35,person,IN,n/a,n/a,n/a,n/a,,
4510,1344,Tali Goya,male,29,person,US,n/a,n/a,n/a,n/a,,
4511,1345,Freddy Moreira,female,60,person,TN,n/a,n/a,,,,
4512,1346,Vanessa Da Mata,female,44,person,BR,n/a,n/a,,,,
4513,1347,Leo Ku,male,47,person,HK,n/a,n/a,n/a,n/a,,
4514,1348,Amara Abonta,,0,,,,,,,,
4515,1349,Ødyssey,,0,,,,,,,,
4516,1350,SXTEEN,,0,,,,,,,,
4517,1351,Tobtok,,0,,US,n/a,n/a,n/a,n/a,,
4518,1352,CD9,mixed,7,group,MX,n/a,n/a,n/a,n/a,,
4519,1353,Sahamies,male,37,person,FI,n/a,n/a,,,,
4520,1354,Nerieš,,0,,,,,,,,
4521,1355,iri,female,26,person,JP,n/a,n/a,,,,
4522,1356,Celine & Nadya,,0,,,,,,,,
4523,1357,Bandokay,,0,,GB,n/a,n/a,,,,
4524,1358,Ture Brute,male,64,person,GB,n/a,n/a,n/a,n/a,,
4525,1359,River,mixed,0,group,US,n/a,n/a,,,,
4526,1360,Niklas,male,36,person,DK,n/a,n/a,n/a,n/a,,
4527,1361,Lov1,,0,,,,,,,,
4528,1362,Canozan,male,0,person,TR,n/a,n/a,,,,
4529,1363,JULIAS MOON,mixed,7,group,DK,n/a,n/a,Copenhagen,n/a,,
4530,1364,Jass Manak,male,26,person,,n/a,n/a,Kapurthala,n/a,,
4531,1365,Dengarkan Dia,mixed,4,group,KR,n/a,n/a,Seoul,n/a,,
4532,1366,MC Hollywood,male,25,person,,São Paulo,n/a,São Paulo,n/a,,
4533,1367,Neffa,male,52,person,IT,n/a,n/a,n/a,n/a,,
4534,1368,Hayko Cepkin,male,42,person,TR,n/a,n/a,n/a,n/a,,
4535,1369,Noche de Brujas,mixed,19,group,CL,n/a,n/a,Santiago,n/a,,
4536,1370,Uniikki,male,39,person,FI,n/a,n/a,,,,
4537,1371,Gang of Youths,mixed,7,group,,Sydney,n/a,Sydney,n/a,,
4538,1372,Mirai,mixed,20,group,JP,n/a,n/a,n/a,n/a,,
4539,1373,Amy Winehouse,female,27,person,GB,n/a,n/a,n/a,Southgate,n/a,n/a
4540,1374,Sarah Lombardi,female,27,person,DE,n/a,n/a,Cologne,n/a,,
4541,1375,Zack Ink,,0,,,,,,,,
4542,1376,SVEA,female,0,person,,,,,,,
4543,1377,Sofia Carson,female,27,person,US,n/a,n/a,Fort Lauderdale,n/a,,
4544,1378,Sharib Toshi,,0,,,,,,,,
4545,1379,Zen-G,mixed,55,group,NL,n/a,n/a,Amsterdam,n/a,,
4546,1380,Julia Wu,female,25,person,TW,n/a,n/a,,,,
4547,1381,KILLY,male,22,person,,Toronto,n/a,Toronto,n/a,,
4548,1382,East 17,mixed,28,group,GB,n/a,n/a,n/a,Walthamstow,,
4549,1383,Susanne Sundfør,female,34,person,NO,n/a,n/a,n/a,n/a,,
4550,1384,Deepend,mixed,0,group,NL,n/a,n/a,,,,
